geneID	symbol	Pre-infection_1	Pre-infection_2	Pre-infection_3	Pre-infection_4	Post-infection_1	Post-infection_2	Post-infection_3	Post-infection_4
20776	Tmie	233.1395	267.4071	211.6376	201.2779	141.1684	236.0674	111.7205	216.1545
106200	Txndc11	5447.836	6190.399	6323.5093	5744.181	6285.244	6787.8223	7286.835	7905.818
244049	Mctp2	222.8776	199.1287	200.0146	221.4203	391.2379	347.1811	421.6837	382.2784
11489	Adam12	3.7427	6.7339	13.3059	13.6696	26.6148	18.7725	28.6848	15.6537
70620	Ube2v2	8315.083	8651.053	8113.8115	8647.388	7159.017	9219.947	7929.9834	8893.844
20939	Sva	60.8525	75.1248	70.7389	56.6449	48.4653	208.6413	73.4878	82.819
14762	Gpr33	20.4159	8.7425	17.1276	28.3894	62.6968	58.2818	49.7905	84.4172
242667	Dlgap3	476.8779	468.5165	470.3078	398.5099	284.9136	428.8523	312.3832	423.1396
76895	Bicd2	8293.361	8810.377	8258.453	8770.301	5494.8135	9135.045	6507.5303	7697.475
76293	Mfap4	66941.75	94331.23	91576.32	111757.63	117116.086	169611.66	106820.164	137901.84
22229	Ucp3	28.3431	12.8308	22.4848	24.2025	13.2745	17.4409	4.4892	5.4103
13002	Dnajc5	705.5309	660.5195	647.6486	660.3431	1047.3015	1215.5308	1131.2413	1270.5902
77634	Snapc3	524.4406	482.7781	538.8746	529.6389	422.0144	590.4173	457.9949	582.3907
23939	Mapk7	5537.388	5368.6006	5579.658	4861.153	5357.1	6416.0835	6207.519	6316.6074
102193	Zdhhc7	4882.9917	5025.3213	4589.28	4321.3022	3861.0916	4820.3477	4715.8447	4848.172
69368	Wdfy1	6285.406	6439.3716	6724.3784	6560.557	4970.597	5706.022	5385.847	6027.6533
14756	Gpld1	33.9153	26.523	31.168	23.665	24.2162	22.2665	30.8301	36.1423
226359	C1ql2	34.1224	37.5075	30.1152	29.2009	25.6456	27.6137	30.4939	39.0187
28071	Twistnb	1988.1115	2054.738	2022.039	1970.2087	2062.5862	2301.0513	2197.9983	2178.4634
19899	Rpl18	67838.3	65280.555	66346.76	62557.477	85073.66	81175.77	88306.68	84523.64
242466	Zfp462	1020.0451	1152.8392	1052.6194	964.0676	678.728	849.7766	696.7522	751.2927
69547	Nkpd1	18.7991	21.5076	20.071	18.169	21.0275	25.9917	18.4659	18.2026
12480	Cd1d2	1240.8253	1117.9325	1416.8999	1085.9418	789.4047	1275.4534	1121.9562	939.0184
623781	Gm14137	19.1565	26.7228	31.7408	26.3373	25.7153	18.5972	26.8625	30.823
16909	Lmo2	12031.185	13621.777	11065.995	11353.939	6974.24	7543.95	7876.6426	7167.5215
15288	Hmbs	1643.8102	1456.326	1592.5491	1451.4342	2056.3767	2385.3433	2390.979	2630.1885
666731	Trim43c	2450.285	2518.444	2526.4927	2208.102	1917.6995	2061.504	2155.906	2062.7034
108154	Adamts6	32.7063	38.6503	50.233	26.3267	117.7578	49.1379	96.1621	39.65
72155	Cenpn	53.4646	45.7438	62.4208	61.4376	282.4811	408.5098	329.6048	353.6739
66184	Rps4y2	4987.3794	4798.2495	5005.257	5607.2227	4215.39	6728.8604	8090.5513	6567.9165
112422	2610305D13Rik	922.1733	920.9927	1070.6244	1064.7191	748.9221	1561.6085	944.2856	1112.0032
243308	A430033K04Rik	56.512	42.0312	40.5574	45.5247	40.8337	34.6763	31.4597	37.8578
73451	Zfp763	745.9955	800.4686	575.1537	643.1149	336.3432	483.2928	351.0199	606.421
74589	Kbtbd12	7.2687	5.141	11.5767	8.4848	25.2404	5.8548	6.3029	28.1901
195046	Nlrp1a	53016.816	53530.47	62315.906	58764.3	119727.76	80105.4	97361.9	124406.28
59016	Thap11	6171	6470.029	6137.653	5806.9614	4956.8555	6247.4043	5601.736	5885.8384
100043272	5430417L22Rik	14.4062	15.8146	21.7629	13.0986	12.5931	15.0415	18.94	9.0154
12830	Col4a5	3255.0623	3461.2449	3671.3755	3596.084	2348.1619	3607.1597	2936.1938	3132.2708
78523	Mrpl9	3345.924	3418.4536	3204.0657	2882.864	2758.1047	3177.977	3014.556	3332.6401
66557	Bpil1	12.2403	16.9209	17.8481	16.2243	10.9904	6.4691	14.05	25.7557
408192	Gm9839	8.0777	18.6244	13.1987	11.4101	14.2102	18.0578	19.9422	50.5882
71701	Pnpt1	990.2662	462.3481	1040.7032	1074.5118	1040.8718	1218.1764	992.7837	1309.3986
19157	Cyth1	3552.6213	2320.1543	3959.8708	3304.2832	4293.1035	4538.0796	4407.5654	4861.2266
14160	Lgr5	29.1824	22.6934	28.0715	27.9234	60.5742	20.8461	46.448	48.75
20301	Ccl27a	62.8643	67.5264	71.4056	63.27	37.4604	65.9439	72.5167	65.3289
16427	Itih4	6537.362	5376.367	9693.473	7007.087	3180.8354	8593.141	5763.404	4990.08
668110	Syce1l	4.0432	13.9217	10.6014	7.3352	9.2741	5.8042	7.5891	11.2983
230972	Arhgef16	1314.7188	1312.9514	1210.5408	1131.6078	782.2347	1432.3203	992.9504	1339.5106
69318	1700007K09Rik	26.3924	30.0298	38.9546	32.7075	32.6495	54.9122	41.0563	34.8079
277360	Prex1	1418.072	1411.5599	1663.6565	1604.1194	2727.2944	2607.6208	2852.1812	2809.3086
99738	Kcnc4	128.1871	66.3461	118.1151	88.4692	69.9533	124.9079	121.1042	82.2956
213081	Wdr19	58.7955	56.6858	48.1211	42.8141	66.5595	40.3209	29.8564	42.55
14089	Fap	440.7685	499.3248	466.6915	492.8121	1218.0065	750.2827	1318.917	685.1394
243900	4930432E11Rik	55.953	34.3323	44.7974	29.4025	26.1702	47.5149	35.6948	45.2679
231637	Ssh1	81.6392	63.4112	73.9305	66.8253	77.6115	102.4639	82.0708	90.9685
101401	Adamts9	1422.2985	1534.7561	1725.2517	1700.2129	1604.8279	3730.1375	2541.9348	2681.0923
19941	Rpl26	67558.516	65356.938	66978.76	63203.453	78532.47	75802.164	84544.09	77307.63
67101	2310039H08Rik	3653.168	4136.4688	3490.291	3309.2036	4105.8267	4644.1997	5144.2256	4124.8477
235132	Zbtb44	114.1262	156.0088	128.0605	112.6272	72.7059	83.2126	82.1535	93.3085
16516	Kcnj15	98.4978	98.0004	119.1228	82.7332	55.5269	146.1565	84.7977	126.5188
100040220	Gm9892	6876.3667	7284.5234	7023.285	7610.1196	9202.052	10548.567	11033.666	10451.348
69178	Snx5	6273.0366	6241.927	6272.278	6546.668	8286.9	8330.118	10105.256	8480.045
319493	A430078G23Rik	20.979	31.4242	24.48	23.9078	72.5452	34.0438	36.5763	56.2056
207785	Csrnp2	360.0537	484.475	455.1786	417.8981	326.9364	326.8949	333.1389	351.4948
218333	BC018507	3542.2166	3684.4336	3461.1213	3359.5386	2434.2278	3163.9792	2552.5815	3016.1365
320351	D230037D09Rik	1153.0847	1086.0718	1145.9147	1159.5642	1085.1108	1369.3715	1401.171	1456.9066
171486	Cd99l2	5112.1265	6013.115	4753.9233	4385.1274	3415.6934	4611.4272	3766.2097	4137.032
18189	Nrxn1	247.9241	320.8799	313.0154	294.8646	258.6329	245.5349	240.6734	298.9548
72358	2210411A11Rik	129.5786	115.2147	112.4301	117.1288	59.2167	87.3366	66.9681	89.3062
19279	Ptprr	135.0644	160.9581	137.5068	194.1595	65.0795	140.6229	104.2769	68.8355
21357	Tarbp2	10253.919	11360.861	9980.576	9877.948	11972.246	11844.213	12681.518	12805.246
14367	Fzd5	287.0675	325.4322	289.9831	235.9312	169.1248	258.5912	214.1725	221.2322
14567	Gdi1	3280.734	3348.5173	3043.5752	2867.0884	2051.3494	3053.369	2147.568	3200.8586
56626	Poll	1942.1515	1816.7097	1512.8749	1586.8755	1912.1956	2359.4753	1961.3517	2490.148
320816	Ankrd16	14694.552	14906.866	14299.8545	14689.395	12075.524	13878.269	14982.679	13340.681
21665	Tdg	205.551	208.2678	231.0242	217.8857	309.8616	310.0268	321.4548	297.9104
27416	Abcc5	1186.8368	1059.932	1047.0773	1114.4529	934.5388	1256.7306	986.3652	1011.0368
636104	Gm7173	8.2024	8.053	8.9157	13.8803	4.9227	13.2887	4.6988	5.7013
16616	Klk1b21	215.3249	241.1059	186.5765	196.3862	269.1845	231.2946	225.8201	293.9843
20677	Sox4	1115.296	1009.2059	998.2872	987.5063	713.0043	1254.731	885.0316	1071.9939
11556	Adrb3	3127.204	3750.8184	2626.368	2684.1672	396.9133	1090.4261	540.0068	918.6439
433864	Nom1	1284.7725	1232.5653	1201.7704	1085.3569	1042.5149	1336.0105	1220.5857	1266.2804
98404	AI597479	4153.045	4348.985	4272.355	4203.131	2585.6604	3694.3865	2889.4004	3393.6418
78100	8430410K20Rik	4780.28	4954.2476	4689.7812	5193.7944	3822.2427	5162.2393	4348.1855	5042.425
209683	Ttc28	2734.895	3123.0703	2928.1985	2120.5425	1347.3914	1989.7588	1719.2667	1555.8846
17828	Muted	2713.961	2647.2336	2476.3691	2254.6519	1799.8068	2665.5535	2166.024	2197.735
75750	Slc10a6	1347.9971	1226.0498	2113.383	1470.983	494.6751	885.9418	712.2972	811.8506
66787	4933433P14Rik	964.4839	1072.1187	1091.6212	937.6035	1062.0059	972.6471	1056.3948	916.6154
81799	C1qtnf3	419.3335	266.1967	480.2896	583.1423	837.2505	687.409	639.8934	912.5183
230587	Glis1	346.1121	340.8715	289.9821	264.9151	441.7795	398.4374	378.9848	380.5963
16874	Lhx6	115.1993	83.6416	137.7063	88.327	134.8042	232.9697	224.5596	165.0256
107951	Cdk9	610.363	631.992	625.1594	610.282	544.7451	628.3234	558.0813	612.6417
66878	Riok3	8668.982	8857.771	8584.777	8035.4663	6140.14	7465.7065	7589.4673	6645.5747
66308	2810021B07Rik	453.5426	505.7136	480.931	402.6955	412.4455	406.2977	414.0597	425.4321
245049	Myrip	442.0074	575.4933	511.0748	344.695	121.8286	224.3567	307.7346	161.2863
68954	1500012K07Rik	5.5685	5.0674	17.2814	8.5523	6.8282	7.1079	5.5596	6.63
14747	Cmklr1	85.3178	97.3212	127.1099	84.4592	56.3331	83.8326	90.0287	100.1865
57914	Crlf2	15236.658	16523.785	15698.678	16665.568	23967.168	26804.914	30083.328	25136.406
15551	Htr1b	10.1815	11.8917	12.0817	8.8871	5.3484	5.8593	8.2609	22.9769
57741	Noc2l	3455.413	3729.8022	3907.2817	3424.7527	4311.0767	4333.3823	4894.3896	4962.1104
98758	Hnrnpf	24309.072	26752.48	24179.738	25534.844	26302.057	31584.602	29460.12	29791.432
212989	Best2	205.2211	244.5337	177.1272	185.779	153.0151	134.0682	133.2469	141.2411
240880	Scyl3	834.8172	842.7544	851.3178	726.9299	710.8451	720.5598	762.0057	689.3744
100042840	Gm16501	12.3822	6.7985	10.1548	6.8044	9.7023	15.7841	15.7432	6.362
268288	Samd3	12.8307	14.6475	16.6472	21.5374	34.3461	29.2117	29.3688	27.8328
16956	Lpl	1414.1498	1106.2068	1127.6986	1048.8839	1551.846	1762.354	2482.6367	1471.2476
17132	Maf	136.9303	134.0292	164.2943	103.8342	237.8658	165.893	260.4248	149.7806
94230	Cpsf1	3386.1934	3454.1091	3273.36	3004.9204	2527.8594	3244.6924	2866.0366	3089.7944
21426	Tcfec	224.37	155.9819	270.1793	227.681	209.9805	246.2391	333.9454	315.697
75541	1700019G17Rik	212.2723	157.128	159.8701	149.638	149.0189	176.6324	135.0123	160.3315
67381	Med4	135.3648	103.7436	111.0524	124.3877	115.849	146.2651	133.5058	133.754
18430	Oxtr	108.3313	83.7458	100.6846	90.784	102.5433	119.5519	114.9428	127.4871
268756	Gulo	18.2641	21.2795	17.9332	8.9427	39.7124	14.6585	39.6584	19.5195
14688	Gnb1	7187.406	7573.0444	7466.1064	7254.1777	7971.7354	10618.064	10134.148	9435.937
80885	Niacr1	80.3828	35.9181	51.023	43.6232	186.7726	66.6566	100.2278	65.4072
231946	D330028D13Rik	133.5624	118.1153	126.4231	114.7701	63.5215	117.0782	62.472	149.6118
226041	Pgm5	4622.625	4905.5547	4400.759	4467.201	2527.3413	3669.6865	2852.0513	2827.8994
241303	Fam78a	40.2016	42.3293	35.623	40.7656	37.5041	40.9798	49.6222	70.4907
110954	Rpl10	234098.44	216732.98	212969.72	205908.22	214077.44	233404.34	235038.39	218410.53
76051	Ganc	1123.0559	1095.6038	1043.8553	1042.5038	986.8094	1100.2384	968.2874	1045.8846
209760	Tmc7	3.8954	4.2536	9.9416	5.1698	4.2056	4.7775	7.7362	7.9346
68151	Wls	6184.5864	6912.5854	7589.377	7122.124	5526.034	9031.835	7253.152	8019.0806
68134	Upf3b	2203.7783	2674.7937	2510.0774	2286.5798	2122.6924	2137.1633	2302.9353	2174.7527
18162	Npr3	1380.9233	1598.6931	1463.8486	1924.9476	603.5193	899.2897	742.8648	735.581
12556	Cdh16	5127.4478	3838.955	4654.886	4836.5747	798.7333	3472.0312	950.6514	4544.8765
67916	Ppap2b	29666.21	35952.85	28284.64	22743.195	10431.214	16965.719	14514.245	12836.154
269019	Stk32a	235.3866	281.9049	190.1571	196.9107	96.1095	137.7173	91.8569	98.7388
54388	Hils1	14.9904	21.3739	16.9109	23.2975	35.9971	21.6544	39.5205	31.5375
12274	C6	2028.7197	1484.5957	1959.1877	1491.5393	1233.8647	2674.3853	1420.9565	2828.3743
28109	D10Wsu102e	226.1494	222.0412	259.3576	214.5794	246.6406	256.4105	289.1668	243.5045
12632	Cfl2	1959.1877	1992.1884	1895.2346	1840.6294	946.4573	1550.2444	1119.336	1328.084
51960	Kctd18	60.4392	56.117	59.6562	66.3572	46.2044	53.3696	58.521	43.3499
79235	Lrat	4333.918	4482.7637	2890.1702	3785.5562	814.6574	696.3433	1142.1267	1181.931
66552	2010106G01Rik	4513.783	4637.4507	4455.4604	4657.5244	3907.5427	4250.6724	4438.071	4234.9243
14451	Gas1	992.8073	745.7948	990.6924	793.3408	1307.1389	1000.845	1379.107	1099.6132
217310	C630004H02Rik	7128.2	7764.478	6040.421	5344.448	5030.097	5801.8965	4228.1523	6322.3096
22415	Wnt3	14.8532	11.1555	12.3018	12.9534	61.5723	34.8343	58.4188	88.4416
217430	Pqlc3	489.2918	434.6847	370.361	352.7237	249.4341	356.2098	340.3552	361.4449
67092	Gatm	659.3325	622.2573	751.3528	719.7633	4330.4414	1774.556	4541.8223	2454.8228
22403	Wisp2	7112.4087	4924.991	7193.7705	6105.842	4184.1196	7925.6963	6633.0493	6028.199
13384	Mpp3	3257.0898	3393.4893	2891.5632	2955.6753	2987.199	3471.1157	2937.2383	3350.634
214137	Arhgap29	3378.5579	3740.2114	3051.9	2930.894	1290.8413	2125.1172	1539.7668	1829.3922
242253	Wdr63	3253.3154	3444.915	2886.384	2895.624	3295.072	2679.4019	2107.4417	3206.2861
219170	AU021034	652.9243	770.1282	660.1891	790.6095	644.9907	483.9789	322.5246	510.268
381455	6430573P05Rik	45.2756	39.9407	46.9023	34.0268	39.4331	54.3735	39.3627	36.4988
19652	Rbm3	11287.629	11718.61	11622.209	10034.537	15449.236	17414.129	23456.223	12764.147
58233	Dnaja4	163.6335	179.4788	168.5897	193.5616	82.6096	159.3149	84.7105	132.0289
225887	Ndufs8	4069.5942	3974.0208	3692.587	3845.0452	3692.6602	4866.6987	4353.904	4788.49
54445	Unc93b1	4483.4927	4455.7876	5021.061	4558.0483	16202.788	9218.332	14999.416	11920.623
68992	Zfp580	1984.1753	2055.5803	1877.7859	1461.3956	1279.9753	1757.8501	2286.273	1328.3202
109275	Actr5	2051.5405	2190.3516	1903.3828	1930.0175	1869.0552	1930.1565	2109.0122	1949.7228
13481	Dpm2	7025.1235	7132.31	6976.8315	6326.2354	6155.384	7674.541	7086.8643	7666.661
14588	Gfra4	28130.398	29743.852	26502.45	21428.5	34110.61	29278.5	33727.516	31153.67
13607	Eda	334.2085	314.5829	291.5875	262.6905	123.1038	168.4302	138.8076	154.8059
72140	Ccdc123	89.3245	96.4334	82.4626	65.7798	78.9814	103.5646	93.4121	100.6169
20708	Serpinb6b	13472.933	12278.544	13071.993	13356.678	9686.74	20044.56	10787.235	21451.914
66817	Tmem170	109.9269	130.3313	122.2156	99.8981	74.1474	122.9056	90.3523	129.1939
208449	Sgms1	9938.329	10715.907	11139.424	10792.841	8700.9375	10474.005	11419.749	9723.16
67847	Sncaip	616.9662	449.9347	586.1103	457.5473	244.5814	189.2567	305.6273	263.0577
100608	Noc4l	980.1587	992.0175	989.9153	934.4084	1637.9778	1490.9292	1755.2968	1676.3384
78771	Mctp1	432.2074	356.4001	382.7707	451.4571	411.0202	262.3881	320.3763	349.7391
26941	Slc9a3r1	1441.9962	1306.2915	1358.2197	1263.7141	1850.5345	1889.0969	2105.1135	2165.1206
54152	Dnalc4	4549.5625	5228.272	4784.1367	4617.6772	3350.1868	4875.509	3823.86	4341.1494
11990	Atrn	183.1813	172.2875	160.7	161.9981	136.2968	194.7593	190.4757	508.667
67667	Alkbh8	1050.955	1167.4971	1065.0345	1060.6813	793.4933	1113.525	891.7928	1063.3392
240817	5830403L16Rik	982.2823	793.7515	805.907	684.9293	1008.9111	857.8316	795.8851	902.5723
100101807	1700047I17Rik2	316961.22	263313.16	290221.2	277524.62	299711.78	301302.56	287515.03	290501.8
338366	Mia3	548.6582	642.6126	638.0804	547.9688	607.8204	599.102	661.654	588.1315
64294	Itm2c	11527.089	10948.152	11526.96	10804.569	12162.501	13363.973	13895.509	13448.686
99586	Dpyd	366.0935	313.3756	373.3791	288.372	221.3138	265.4611	246.109	238.2014
12228	Btg3	35693.13	39437.973	32635.941	33409.047	19959.885	29648.037	26112.568	27035.145
74125	Armc8	1859.7958	2126.9272	2148.7693	1728.0458	1618.6859	1796.9382	1804.609	1816.7445
83436	Plekha2	3398.536	4058.2656	3223.2017	2996.001	2950.3813	3148.446	2915.243	3022.621
53872	Caprin1	226.0019	252.6833	268.0529	248.7446	229.5492	287.3551	205.4452	257.5824
71805	Nup93	5795.9355	4201.464	6111.5596	6378.0337	8538.899	9299.723	9301.1	8715.564
77018	Col25a1	4.3783	28.1657	4.6214	5.9118	9.0306	5.3115	58.2807	5.995
110095	Pygl	14010.506	8319.25	15157.057	13956.053	16002.1875	23127.293	17093.701	22409.639
227541	Camk1d	1408.6508	1228.1426	2029.9258	1793.1554	4401.396	2727.327	4125.944	2771.1055
69479	1700029J07Rik	478.3875	645.2155	615.3952	585.433	508.6828	367.5334	283.0664	442.9252
434234	2610020H08Rik	1161.2089	1090.5364	1305.4153	1358.7128	2325.3794	2634.4062	2284.2156	2615.066
239157	Pnma2	40441.684	39454.32	26012.043	31136.951	38678.61	32929.88	30575.012	40047.22
666048	Gm12824	83.1339	65.3686	108.5059	86.5159	92.0449	208.4004	141.3653	185.3185
98766	Ubac1	6972.037	7806.2256	7357.1562	6856.0693	6346.315	7891.1357	7630.3545	7798.252
266692	Cpne1	117.5116	101.3656	115.7075	102.1691	105.9707	116.6865	148.7084	120.3544
75485	1700010B08Rik	12.215	5.3579	5.777	5.6928	7.1434	18.7111	20.1281	6.5955
67529	Fgfr1op2	1613.2754	1646.2231	1469.6213	1413.035	1383.6609	1602.3009	1678.5917	1648.2048
100494	Zfand2a	7424.519	7357.6963	7310.5776	8628.824	5479.387	8156.192	7236.84	6511.0713
73162	Otud3	947.0299	876.6192	1052.8561	1070.422	1502.057	1611.6425	1817.4712	1614.7092
107373	Fam111a	1219.4961	1156.1804	1237.0891	1323.4558	2013.3588	2315.0312	2139.944	2312.2417
320343	Lypd6	61.873	51.7616	57.7122	56.8587	57.6278	59.6751	67.893	84.1578
107435	Hat1	130.6919	121.1843	127.0404	112.6124	192.606	180.0772	172.7922	158.4104
100042480	Nhsl2	1662.7935	1749.0549	1629.3536	1344.3958	1570.4647	1859.0903	1762.0663	1487.6696
56459	Sae1	4492.981	3927.3738	4164.5195	4236.3354	4628	6706.0806	5623.6855	6633.093
15209	Hesx1	10.4621	10.9939	7.2156	5.4231	24.033	14.9626	13.3122	16.2578
15259	Hipk3	530.369	631.5664	588.3345	489.6778	489.5076	579.9059	636.8837	562.6434
27979	Eif3b	7019.549	6637.2686	6614.93	6321.3193	6090.8457	8068.6055	8007.284	8117.873
17089	Lyar	33.6902	19.5219	17.2195	8.5826	12.4234	24.9837	18.6416	28.0464
57342	Parva	3688.2544	3637.2402	3470.6294	3415.5308	4002.9592	5869.3687	4700.178	5609.636
94315	Prcc	1270.996	1657.1862	1538.2622	1233.1146	1353.1877	1265.4512	1318.897	1394.7716
74513	Neto2	64.6935	64.8547	68.4079	75.4292	46.5899	74.7526	43.8731	62.55
14701	Gng12	2862.7327	2624.4	2849.042	2441.52	2319.6206	2990.6685	2688.8787	2746.0505
320440	9530091C08Rik	72.7255	92.6895	105.733	73.5179	127.2966	44.2511	53.6454	42.5025
101835	AW146154	2373.0383	2551.3604	2319.8875	2572.72	1980.1056	2287.75	1910.7323	2401.1604
22365	Vps45	887.1074	816.5692	793.8926	892.2811	847.5046	1014.154	914.0246	1156.1865
67706	Tmem179b	1878.6464	1645.4702	1605.5144	1649.6709	2118.728	2150.0112	2228.7083	2469.8643
52915	Zmiz2	4612.6865	4712.6284	4822.6646	4245.5166	5555.805	4956.174	5471.11	5625.496
57756	Fhl5	78.6525	82.4939	78.2797	73.6982	104.8076	87.452	95.4734	137.7911
319899	Dock6	23387.695	27275.756	22318.5	21937.625	13195.535	16484.303	14686.841	14732.465
210009	Mtrr	66.9078	69.0474	57.6736	66.4827	45.8269	55.3987	83.0187	51.9548
436003	Gm5736	9.0444	22.6809	23.2132	22.6212	9.7869	13.2587	18.203	19.8331
72828	Ubash3b	551.8171	469.2476	502.0593	499.7296	887.0206	618.4775	910.1303	728.6999
77644	C330007P06Rik	867.8724	879.2411	693.6544	697.4194	894.6565	836.7045	829.788	757.7316
58208	Bcl11b	295.3931	382.7143	461.2491	410.7206	922.7465	750.565	786.8108	958.9765
12159	Bmp4	31194.637	33335.633	30954.467	26451.256	14641.505	29971.498	17926.254	27156.027
29859	Sult4a1	98.5337	73.9977	87.0297	85.4308	128.3426	117.3894	134.2689	138.407
17392	Mmp3	4455.3164	1382.434	3198.9907	2910.3752	4623.7314	6653.817	5837.551	8150.096
382639	Zbtb42	84.9191	72.2386	79.8427	64.4595	54.0335	64.9464	57.2103	87.4379
68607	Serhl	2059.5273	1938.6113	1991.7169	1546.5249	2470.9648	2716.3354	3003.5005	2405.17
20194	S100a10	12443.853	9677.345	11802.641	12007.635	13855.628	15055.104	16760.602	16609.37
320678	Iffo1	1920.9589	1862.5074	1894.0636	1556.3394	1559.1185	1449.921	1803.3378	1523.1211
268747	Lrrc16b	96.7534	114.6766	99.4535	76.6961	97.9103	83.8851	105.1296	95.0692
109205	Sobp	238.5478	345.4283	268.2441	220.7073	278.4626	268.5662	330.0692	278.3698
20527	Slc2a3	480.5274	496.9536	565.7639	551.3763	791.3912	651.7272	839.5272	767.9728
22402	Wisp1	1068.5238	941.1716	1371.5684	1057.1401	2080.1687	2659.9807	3079.214	2077.2239
384619	Ccdc155	492.0901	498.5843	426.024	382.3274	293.9464	321.0573	234.5636	508.9553
71472	Usp19	990.659	923.1809	913.8058	841.2694	626.1503	898.2601	757.6335	887.9457
15245	Hhip	6826.141	8316.089	6895.038	7774.241	3763.5396	9020.594	4146.031	6376.103
228491	Zfp770	983.5967	1064.513	1033.8438	1107.0144	738.6199	868.5267	662.5442	789.085
71416	5430425K12Rik	126.418	140.1314	111.1053	101.0999	110.393	66.307	70.9428	78.7942
66314	Tpd52l2	2233.562	2152.009	2178.2273	2028.221	1302.489	1530.0133	1531.6973	1512.4879
102866	Pls3	20821.33	21345.768	18828.434	20348.67	15990.471	22136.393	17744.574	19592.408
67952	Tomm20	9871.694	10622.811	10584.742	10596.1045	12007.055	13147.36	13629.929	12272.157
243274	Tmem132d	522.5653	508.0913	479.4359	408.5743	75.7085	284.3118	136.9681	276.3543
278304	Zfp385c	29.2442	37.4415	26.1242	13.31	24.9142	25.4954	25.1513	23.9306
56541	Habp4	1922.7196	1147.1061	1822.7688	1649.3885	1125.7368	1586.671	1354.6484	1579.4713
14611	Gja3	174.3115	248.7001	166.6944	96.5309	51.8247	65.0856	40.2103	129.5833
109264	Me3	666.1365	668.2764	659.0981	583.6367	267.97	572.665	508.8483	439.0926
22157	Tulp1	176.6815	170.4419	186.2501	157.0089	131.867	237.5688	212.524	253.0349
57295	Icmt	266.955	277.184	243.1276	205.5603	222.8535	240.8944	264.0201	221.1699
229877	Rap1gds1	12101.087	10867.403	12312.615	11906.447	11892.761	14424.49	14433.437	14918.331
170776	Cd209c	494.3224	300.4269	1145.5481	401.1258	53.2645	128.9852	32.0452	118.572
22362	Vpreb1	265.8476	300.2437	303.2763	341.4896	223.2983	269.1027	190.5085	328.0443
78586	Srbd1	1482.154	1417.6128	1402.1226	1477.6599	1361.0941	1585.4506	1538.9508	1604.9436
240215	Slc4a9	3.8685	9.2613	6.7516	5.129	4.1717	4.6244	5.0446	8.865
240832	Tor1aip2	19.3275	12.4618	17.0369	5.0859	22.1205	4.5857	5.1046	17.1113
19182	Psmc3	64673.73	62338.195	56898.934	53929.79	61887.742	70853.18	69269.8	65256.047
66494	Prelid1	32579.445	31158.098	31673.062	29313.59	41769.867	45530.523	48772.234	44218.414
399591	Tmsb15l	36.3151	42.8323	41.2971	35.7602	20.5496	43.3382	28.3016	39.4658
76510	Trappc9	6643.932	6916.2827	6570.687	5782.962	5840.581	7869.325	7477.8125	7219.233
12728	Clcn5	269.4279	268.7132	334.8338	219.1761	551.0692	557.8614	699.8024	531.5975
20411	Sorbs1	6302.9307	8245.448	6211.948	6107.678	2962.2788	4517.0576	3312.1711	3554.2163
235184	BC024479	559.5984	636.1364	662.1943	523.3981	382.5026	506.9152	417.6266	484.8323
319163	Hist1h2aa	316.5862	361.52	335.5131	351.2216	377.037	433.2128	403.6394	420.5944
16502	Kcnc1	11.4673	11.5301	15.9371	14.9108	7.581	4.4808	10.519	7.1396
70235	Poc1a	2341.6438	2702.573	1797.7081	2009.6914	3261.483	3728.4194	3982.6992	3376.622
434689	Gm10220	11.7119	4.0775	10.5328	5.003	8.9399	21.0965	15.0375	22.8167
72930	Ppp2r2b	228.713	208.3763	161.7893	185.9612	120.3636	293.4033	133.4526	234.8748
57913	Lrdd	437.5829	430.6448	466.1458	518.108	1194.3229	1348.3357	1358.4092	1344.9362
99899	Ifi44	1329	947.5052	1586.8798	1457.2804	3652.779	1840.4446	4107.849	2052.414
100041449	Cyp3a59	3.7627	4.895	9.6143	6.3351	4.0504	4.5271	4.2958	10.1495
270201	Klhl18	3440.2205	3676.1936	3358.3486	2955.1343	2701.3298	3269.1282	2862.6606	3324.9385
20595	Smn1	247.5122	230.3433	212.4281	209.1723	211.0728	246.1431	225.1709	272.5892
66438	Hamp2	25.0697	22.0153	36.6618	20.8418	37.8789	24.7404	31.548	41.6962
211446	Exoc3	2821.7578	3111.506	2709.9685	2986.5059	2021.9307	2457.6382	2181.9856	2292.9673
15227	Foxf1a	773.8817	1082.5953	893.9146	776.4894	250.0225	718.0692	449.3709	421.15
14760	Gpr19	661.288	784.9199	626.5743	599.5231	639.244	626.9671	672.2347	604.3621
72027	Slc39a4	27776.104	21808.479	20971.646	22238.342	13892.671	27246.562	15441.364	26698.352
12565	Cdh9	25.4142	26.8329	28.0929	21.6362	27.1469	26.8983	27.4272	41.4474
338350	9330129D05Rik	287.8269	265.1419	262.3899	234.5115	157.6907	208.0683	183.4579	224.5644
269941	Chsy1	5710.7197	5225.757	6452.9907	6036.074	5932.968	7831.9966	6357.9585	8340.615
12164	Bmp8b	14.6272	18.2758	17.1781	11.7578	24.077	28.3602	25.565	19.525
14231	Fkbp7	4945.1157	4835.8647	4673.293	4851.6953	4223.289	5619.36	5026.069	5326.3555
83767	Wasf1	300.2167	288.8635	334.3705	293.4533	438.4861	377.0103	430.8442	398.8311
